,date,city,special_tax,month,year,total_revenue
362,3-01-2016,Parachute,4744,3,2016,316266.666667
363,3-01-2016,Park County,2448,3,2016,163200.0
364,3-01-2016,Pueblo County,26170,3,2016,1744666.66667
365,3-01-2016,Ridgway,4384,3,2016,292266.666667
366,3-01-2016,Salida,5330,3,2016,355333.333333
367,3-01-2016,Steamboat Springs,10956,3,2016,730400.0
368,3-01-2016,Telluride,4076,3,2016,271733.333333
369,3-01-2016,Trinidad,15539,3,2016,1035933.33333
370,3-01-2016,Wheat Ridge,11375,3,2016,758333.333333
371,3-01-2016,Other Cities,156792,3,2016,10452800.0
372,4-01-2014,Boulder,23239,4,2014,1549266.66667
373,4-01-2014,Breckenridge,14273,4,2014,951533.333333
374,4-01-2014,Denver,190527,4,2014,12701800.0
375,4-01-2014,Edgewater,11785,4,2014,785666.666667
376,4-01-2014,Idaho Springs,3187,4,2014,212466.666667
377,4-01-2014,Pueblo County,17142,4,2014,1142800.0
378,4-01-2014,Telluride,2936,4,2014,195733.333333
379,4-01-2014,Other Cities,66966,4,2014,4464400.0
380,4-01-2015,Aspen,5590,4,2015,372666.666667
381,4-01-2015,Aurora,44066,4,2015,2937733.33333
382,4-01-2015,Boulder,39757,4,2015,2650466.66667
383,4-01-2015,Breckenridge,6526,4,2015,435066.666667
384,4-01-2015,Crested Butte,2931,4,2015,195400.0
385,4-01-2015,Denver,281080,4,2015,18738666.6667
386,4-01-2015,Durango,13958,4,2015,930533.333333
387,4-01-2015,Eagle County,6631,4,2015,442066.666667
388,4-01-2015,Edgewater,23571,4,2015,1571400.0
389,4-01-2015,Fort Collins,19598,4,2015,1306533.33333
390,4-01-2015,Garden City,22821,4,2015,1521400.0
391,4-01-2015,Glenwood Springs,4905,4,2015,327000.0
392,4-01-2015,Idaho Springs,3562,4,2015,237466.666667
393,4-01-2015,Northglenn,25263,4,2015,1684200.0
394,4-01-2015,Pueblo County,20005,4,2015,1333666.66667
395,4-01-2015,Salida,6566,4,2015,437733.333333
396,4-01-2015,Telluride,2258,4,2015,150533.333333
397,4-01-2015,Trinidad,7073,4,2015,471533.333333
398,4-01-2015,Wheat Ridge,9284,4,2015,618933.333333
399,4-01-2015,Other Cities,109944,4,2015,7329600.0
400,4-01-2016,Adams County,13661,4,2016,910733.333333
401,4-01-2016,Antonito,3321,4,2016,221400.0
402,4-01-2016,Aspen,6205,4,2016,413666.666667
403,4-01-2016,Aurora,97239,4,2016,6482600.0
404,4-01-2016,Boulder,46167,4,2016,3077800.0
405,4-01-2016,Boulder County,16938,4,2016,1129200.0
406,4-01-2016,Breckenridge,15875,4,2016,1058333.33333
407,4-01-2016,Carbondale,2821,4,2016,188066.666667
408,4-01-2016,Central City,2228,4,2016,148533.333333
409,4-01-2016,Cortez,9052,4,2016,603466.666667
410,4-01-2016,Denver,381579,4,2016,25438600.0
411,4-01-2016,Durango,23836,4,2016,1589066.66667
412,4-01-2016,Eagle County,12288,4,2016,819200.0
413,4-01-2016,Edgewater,37810,4,2016,2520666.66667
414,4-01-2016,Fort Collins,29628,4,2016,1975200.0
415,4-01-2016,Garden City,47292,4,2016,3152800.0
416,4-01-2016,Glendale,28622,4,2016,1908133.33333
417,4-01-2016,Glenwood Springs,4560,4,2016,304000.0
418,4-01-2016,Gunnison,3492,4,2016,232800.0
419,4-01-2016,Idaho Springs,4089,4,2016,272600.0
420,4-01-2016,Nederland,1677,4,2016,111800.0
421,4-01-2016,Northglenn,24430,4,2016,1628666.66667
422,4-01-2016,Parachute,5540,4,2016,369333.333333
423,4-01-2016,Park County,2412,4,2016,160800.0
424,4-01-2016,Pueblo County,35260,4,2016,2350666.66667
425,4-01-2016,Ridgway,4351,4,2016,290066.666667
426,4-01-2016,Salida,4510,4,2016,300666.666667
427,4-01-2016,Steamboat Springs,7820,4,2016,521333.333333
428,4-01-2016,Telluride,2694,4,2016,179600.0
429,4-01-2016,Trinidad,22616,4,2016,1507733.33333
430,4-01-2016,Wheat Ridge,11048,4,2016,736533.333333
431,4-01-2016,Other Cities,131748,4,2016,8783200.0
432,5-01-2014,Boulder,27851,5,2014,1856733.33333
433,5-01-2014,Breckenridge,4585,5,2014,305666.666667
434,5-01-2014,Denver,168463,5,2014,11230866.6667
435,5-01-2014,Edgewater,11868,5,2014,791200.0
436,5-01-2014,Garden City,10413,5,2014,694200.0
437,5-01-2014,Idaho Springs,3063,5,2014,204200.0
438,5-01-2014,Pueblo County,20440,5,2014,1362666.66667
439,5-01-2014,Wheat Ridge,5709,5,2014,380600.0
440,5-01-2014,Telluride,3161,5,2014,210733.333333
441,5-01-2014,Other Cities,59805,5,2014,3987000.0
442,5-01-2015,Aspen,3416,5,2015,227733.333333
443,5-01-2015,Aurora,47889,5,2015,3192600.0
444,5-01-2015,Boulder,41694,5,2015,2779600.0
445,5-01-2015,Breckenridge,4597,5,2015,306466.666667
446,5-01-2015,Carbondale,2094,5,2015,139600.0
447,5-01-2015,Central City,1662,5,2015,110800.0
448,5-01-2015,Cortez,5922,5,2015,394800.0
449,5-01-2015,Crested Butte,2950,5,2015,196666.666667
450,5-01-2015,Denver,265001,5,2015,17666733.3333
451,5-01-2015,Durango,18796,5,2015,1253066.66667
452,5-01-2015,Eagle County,5217,5,2015,347800.0
453,5-01-2015,Edgewater,21839,5,2015,1455933.33333
454,5-01-2015,Fort Collins,22464,5,2015,1497600.0
455,5-01-2015,Garden City,24545,5,2015,1636333.33333
456,5-01-2015,Glenwood Springs,5704,5,2015,380266.666667
457,5-01-2015,Idaho Springs,3404,5,2015,226933.333333
458,5-01-2015,Northglenn,24325,5,2015,1621666.66667
459,5-01-2015,Pueblo County,24936,5,2015,1662400.0
460,5-01-2015,Salida,4689,5,2015,312600.0
461,5-01-2015,Telluride,1874,5,2015,124933.333333
462,5-01-2015,Trinidad,8005,5,2015,533666.666667
463,5-01-2015,Wheat Ridge,10729,5,2015,715266.666667
464,5-01-2015,Other Cities,127650,5,2015,8510000.0
465,5-01-2016,Antonito,3866,5,2016,257733.333333
466,5-01-2016,Aspen,4024,5,2016,268266.666667
467,5-01-2016,Aurora,78661,5,2016,5244066.66667
468,5-01-2016,Boulder,47068,5,2016,3137866.66667
469,5-01-2016,Boulder County,15403,5,2016,1026866.66667
470,5-01-2016,Breckenridge,9244,5,2016,616266.666667
471,5-01-2016,Central City,2538,5,2016,169200.0
472,5-01-2016,Cortez,10597,5,2016,706466.666667
473,5-01-2016,Denver,304424,5,2016,20294933.3333
474,5-01-2016,Dillon,4739,5,2016,315933.333333
475,5-01-2016,Durango,29409,5,2016,1960600.0
476,5-01-2016,Eagle County,8180,5,2016,545333.333333
477,5-01-2016,Edgewater,20700,5,2016,1380000.0
478,5-01-2016,Fort Collins,50127,5,2016,3341800.0
479,5-01-2016,Garden City,30646,5,2016,2043066.66667
480,5-01-2016,Glendale,23647,5,2016,1576466.66667
481,5-01-2016,Glenwood Springs,4519,5,2016,301266.666667
482,5-01-2016,Gunnison,2627,5,2016,175133.333333
483,5-01-2016,Idaho Springs,4703,5,2016,313533.333333
484,5-01-2016,Leadville,2215,5,2016,147666.666667
485,5-01-2016,Log Lane Village,8230,5,2016,548666.666667
486,5-01-2016,Nederland,1850,5,2016,123333.333333
487,5-01-2016,Northglenn,12902,5,2016,860133.333333
488,5-01-2016,Park County,2843,5,2016,189533.333333
489,5-01-2016,Pueblo County,34743,5,2016,2316200.0
490,5-01-2016,Ridgway,5930,5,2016,395333.333333
491,5-01-2016,Salida,4999,5,2016,333266.666667
492,5-01-2016,Steamboat Springs,7292,5,2016,486133.333333
493,5-01-2016,Telluride,3314,5,2016,220933.333333
494,5-01-2016,Trinidad,21013,5,2016,1400866.66667
495,5-01-2016,Wheat Ridge,10811,5,2016,720733.333333
496,5-01-2016,Other Cities,133268,5,2016,8884533.33333
497,6-01-2014,Boulder,31482,6,2014,2098800.0
498,6-01-2014,Breckenridge,5921,6,2014,394733.333333
499,6-01-2014,Denver,187789,6,2014,12519266.6667
500,6-01-2014,Edgewater,12577,6,2014,838466.666667
501,6-01-2014,Garden City,11929,6,2014,795266.666667
502,6-01-2014,Idaho Springs,3749,6,2014,249933.333333
503,6-01-2014,Pueblo County,22086,6,2014,1472400.0
504,6-01-2014,Telluride,7540,6,2014,502666.666667
505,6-01-2014,Other Cities,85157,6,2014,5677133.33333
506,6-01-2015,Aspen,5739,6,2015,382600.0
507,6-01-2015,Aurora,51661,6,2015,3444066.66667
508,6-01-2015,Boulder,40488,6,2015,2699200.0
509,6-01-2015,Boulder County,9059,6,2015,603933.333333
510,6-01-2015,Breckenridge,6172,6,2015,411466.666667
511,6-01-2015,Carbondale,2236,6,2015,149066.666667
512,6-01-2015,Central City,1521,6,2015,101400.0
513,6-01-2015,Cortez,5837,6,2015,389133.333333
514,6-01-2015,Crested Butte,3765,6,2015,251000.0
515,6-01-2015,Denver,259660,6,2015,17310666.6667
516,6-01-2015,Durango,19248,6,2015,1283200.0
517,6-01-2015,Eagle County,6633,6,2015,442200.0
518,6-01-2015,Edgewater,24359,6,2015,1623933.33333
519,6-01-2015,Fort Collins,23093,6,2015,1539533.33333
520,6-01-2015,Garden City,25405,6,2015,1693666.66667
521,6-01-2015,Glenwood Springs,5899,6,2015,393266.666667
522,6-01-2015,Idaho Springs,3265,6,2015,217666.666667
523,6-01-2015,Northglenn,19980,6,2015,1332000.0
524,6-01-2015,Pueblo County,20240,6,2015,1349333.33333
525,6-01-2015,Steamboat Springs,7290,6,2015,486000.0
526,6-01-2015,Telluride,5164,6,2015,344266.666667
527,6-01-2015,Trinidad,10257,6,2015,683800.0
528,6-01-2015,Wheat Ridge,10337,6,2015,689133.333333
529,6-01-2015,Other Cities,119118,6,2015,7941200.0
530,9-01-2016,Adams County,24182,9,2016,1612133.33333
531,9-01-2016,Antonito,6532,9,2016,435466.666667
532,9-01-2016,Aspen,8618,9,2016,574533.333333
533,9-01-2016,Aurora,121884,9,2016,8125600.0
534,9-01-2016,Boulder,52275,9,2016,3485000.0
535,9-01-2016,Boulder County,17903,9,2016,1193533.33333
536,9-01-2016,Breckenridge,5707,9,2016,380466.666667
537,9-01-2016,Central City,3455,9,2016,230333.333333
538,9-01-2016,Cortez,17339,9,2016,1155933.33333
539,9-01-2016,Crested Butte,1956,9,2016,130400.0
540,9-01-2016,Denver,435001,9,2016,29000066.6667
541,9-01-2016,Dillon,4516,9,2016,301066.666667
542,9-01-2016,Durango,33435,9,2016,2229000.0
543,9-01-2016,Eagle County,12847,9,2016,856466.666667
544,9-01-2016,Edgewater,40877,9,2016,2725133.33333
545,9-01-2016,Fort Collins,51866,9,2016,3457733.33333
546,9-01-2016,Garden City,38509,9,2016,2567266.66667
547,9-01-2016,Glendale,37217,9,2016,2481133.33333
548,9-01-2016,Glenwood Springs,5776,9,2016,385066.666667
549,9-01-2016,Gunnison,4044,9,2016,269600.0
550,9-01-2016,Idaho Springs,6283,9,2016,418866.666667
551,9-01-2016,Leadville,3780,9,2016,252000.0
552,9-01-2016,Log Lane Village,9965,9,2016,664333.333333
553,9-01-2016,Nederland,2870,9,2016,191333.333333
554,9-01-2016,Northglenn,34530,9,2016,2302000.0
555,9-01-2016,Parachute,11589,9,2016,772600.0
556,9-01-2016,Park County,4250,9,2016,283333.333333
557,9-01-2016,Pueblo County,49216,9,2016,3281066.66667
558,9-01-2016,Ridgway,7738,9,2016,515866.666667
559,9-01-2016,Salida,7350,9,2016,490000.0
560,9-01-2016,Telluride,5346,9,2016,356400.0
561,9-01-2016,Trinidad,28026,9,2016,1868400.0
562,9-01-2016,Wheat Ridge,13614,9,2016,907600.0
563,9-01-2016,Other Cities,178600,9,2016,11906666.6667
564,10-01-2014,Aspen,1924,10,2014,128266.666667
565,10-01-2014,Boulder,36970,10,2014,2464666.66667
566,10-01-2014,Breckenridge,4133,10,2014,275533.333333
567,10-01-2014,Crested Butte,2766,10,2014,184400.0
568,10-01-2014,Denver,238775,10,2014,15918333.3333
569,10-01-2014,Durango,8195,10,2014,546333.333333
570,10-01-2014,Edgewater,12834,10,2014,855600.0
571,10-01-2014,Fort Collins,11028,10,2014,735200.0
572,10-01-2014,Garden City,16902,10,2014,1126800.0
573,10-01-2014,Glenwood Springs,5378,10,2014,358533.333333
574,10-01-2014,Idaho Springs,3300,10,2014,220000.0
575,10-01-2014,Pueblo County,18413,10,2014,1227533.33333
576,10-01-2014,Telluride,6000,10,2014,400000.0
577,10-01-2014,Wheat Ridge,9475,10,2014,631666.666667
578,10-01-2014,Other Cities,112145,10,2014,7476333.33333
579,10-01-2015,Aspen,4944,10,2015,329600.0
580,10-01-2015,Aurora,65801,10,2015,4386733.33333
581,10-01-2015,Boulder,38393,10,2015,2559533.33333
582,10-01-2015,Boulder County,8554,10,2015,570266.666667
583,10-01-2015,Breckenridge,6006,10,2015,400400.0
584,10-01-2015,Carbondale,1864,10,2015,124266.666667
585,10-01-2015,Cortez,8140,10,2015,542666.666667
586,10-01-2015,Denver,238040,10,2015,15869333.3333
587,10-01-2015,Durango,20435,10,2015,1362333.33333
588,10-01-2015,Eagle County,11720,10,2015,781333.333333
589,10-01-2015,Edgewater,24704,10,2015,1646933.33333
590,10-01-2015,Fort Collins,22415,10,2015,1494333.33333
591,10-01-2015,Garden City,28627,10,2015,1908466.66667
592,10-01-2015,Glendale,11158,10,2015,743866.666667
593,10-01-2015,Glenwood Springs,5775,10,2015,385000.0
594,10-01-2015,Idaho Springs,4862,10,2015,324133.333333
595,10-01-2015,Northglenn,21861,10,2015,1457400.0
596,10-01-2015,Pueblo County,29715,10,2015,1981000.0
597,10-01-2015,Salida,4888,10,2015,325866.666667
598,10-01-2015,Steamboat Springs,7978,10,2015,531866.666667
599,10-01-2015,Telluride,2381,10,2015,158733.333333
600,10-01-2015,Trinidad,12275,10,2015,818333.333333
601,10-01-2015,Other Cities,133548,10,2015,8903200.0
602,10-01-2016,Antonito,5701,10,2016,380066.666667
603,10-01-2016,Aspen,9196,10,2016,613066.666667
604,10-01-2016,Aurora,109755,10,2016,7317000.0
605,10-01-2016,Boulder,49749,10,2016,3316600.0
606,10-01-2016,Boulder County,17103,10,2016,1140200.0
607,10-01-2016,Breckenridge,9751,10,2016,650066.666667
608,10-01-2016,Carbondale,4194,10,2016,279600.0
609,10-01-2016,Central City,3040,10,2016,202666.666667
610,10-01-2016,Cortez,17531,10,2016,1168733.33333
611,10-01-2016,Crested Butte,1390,10,2016,92666.6666667
612,10-01-2016,Denver,436135,10,2016,29075666.6667
613,10-01-2016,Dillon,4264,10,2016,284266.666667
614,10-01-2016,Durango,28150,10,2016,1876666.66667
615,10-01-2016,Eagle County,10910,10,2016,727333.333333
616,10-01-2016,Edgewater,22838,10,2016,1522533.33333
617,10-01-2016,Fort Collins,49013,10,2016,3267533.33333
618,10-01-2016,Garden City,38033,10,2016,2535533.33333
619,10-01-2016,Glendale,20113,10,2016,1340866.66667
620,10-01-2016,Glenwood Springs,8601,10,2016,573400.0
621,10-01-2016,Gunnison,2385,10,2016,159000.0
622,10-01-2016,Idaho Springs,4989,10,2016,332600.0
623,10-01-2016,Leadville,2970,10,2016,198000.0
624,10-01-2016,Log Lane Village,9116,10,2016,607733.333333
625,10-01-2016,Nederland,2376,10,2016,158400.0
626,10-01-2016,Northglenn,33267,10,2016,2217800.0
627,10-01-2016,Parachute,11059,10,2016,737266.666667
628,10-01-2016,Park County,3766,10,2016,251066.666667
629,10-01-2016,Pueblo County,39949,10,2016,2663266.66667
630,10-01-2016,Ridgway,4481,10,2016,298733.333333
631,10-01-2016,Salida,5284,10,2016,352266.666667
632,10-01-2016,Steamboat Springs,9557,10,2016,637133.333333
633,10-01-2016,Telluride,3640,10,2016,242666.666667
634,10-01-2016,Trinidad,44022,10,2016,2934800.0
635,10-01-2016,Wheat Ridge,12078,10,2016,805200.0
636,10-01-2016,Other Cities,161338,10,2016,10755866.6667
637,11-01-2014,Aspen,3154,11,2014,210266.666667
638,11-01-2014,Aurora,12090,11,2014,806000.0
639,11-01-2014,Boulder,38935,11,2014,2595666.66667
640,11-01-2014,Breckenridge,6654,11,2014,443600.0
641,11-01-2014,Crested Butte,2051,11,2014,136733.333333
642,11-01-2014,Denver,192248,11,2014,12816533.3333
643,11-01-2014,Durango,9712,11,2014,647466.666667
644,11-01-2014,Edgewater,11605,11,2014,773666.666667
645,11-01-2014,Fort Collins,14567,11,2014,971133.333333
646,11-01-2014,Garden City,14880,11,2014,992000.0
647,11-01-2014,Glenwood Springs,5945,11,2014,396333.333333
648,11-01-2014,Idaho Springs,2754,11,2014,183600.0
649,11-01-2014,Pueblo County,17845,11,2014,1189666.66667
650,11-01-2014,Telluride,2118,11,2014,141200.0
651,11-01-2014,Wheat Ridge,9202,11,2014,613466.666667
652,11-01-2014,Other Cities,68014,11,2014,4534266.66667
653,11-01-2015,Aspen,4466,11,2015,297733.333333
654,11-01-2015,Aurora,74123,11,2015,4941533.33333
655,11-01-2015,Boulder,37463,11,2015,2497533.33333
656,11-01-2015,Boulder County,9953,11,2015,663533.333333
657,11-01-2015,Breckenridge,6558,11,2015,437200.0
658,11-01-2015,Carbondale,2332,11,2015,155466.666667
659,11-01-2015,Cortez,6955,11,2015,463666.666667
660,11-01-2015,Crested Butte,2413,11,2015,160866.666667
661,11-01-2015,Denver,269604,11,2015,17973600.0
662,11-01-2015,Durango,17458,11,2015,1163866.66667
663,11-01-2015,Eagle County,7678,11,2015,511866.666667
664,11-01-2015,Edgewater,24361,11,2015,1624066.66667
665,11-01-2015,Fort Collins,27397,11,2015,1826466.66667
666,11-01-2015,Garden City,25321,11,2015,1688066.66667
667,11-01-2015,Glendale,10510,11,2015,700666.666667
668,11-01-2015,Glenwood Springs,3778,11,2015,251866.666667
669,11-01-2015,Northglenn,22376,11,2015,1491733.33333
670,11-01-2015,Pueblo County,18872,11,2015,1258133.33333
671,11-01-2015,Salida,3861,11,2015,257400.0
672,11-01-2015,Steamboat Springs,6168,11,2015,411200.0
673,11-01-2015,Telluride,1816,11,2015,121066.666667
674,11-01-2015,Trinidad,15270,11,2015,1018000.0
675,11-01-2015,Wheat Ridge,16048,11,2015,1069866.66667
676,11-01-2015,Other Cities,125524,11,2015,8368266.66667
677,12-01-2014,Aspen,7232,12,2014,482133.333333
678,12-01-2014,Aurora,21291,12,2014,1419400.0
679,12-01-2014,Boulder,37314,12,2014,2487600.0
680,12-01-2014,Breckenridge,10280,12,2014,685333.333333
681,12-01-2014,Crested Butte,3423,12,2014,228200.0
682,12-01-2014,Denver,227211,12,2014,15147400.0
683,12-01-2014,Durango,12584,12,2014,838933.333333
684,12-01-2014,Edgewater,17598,12,2014,1173200.0
685,12-01-2014,Fort Collins,24578,12,2014,1638533.33333
686,12-01-2014,Garden City,16066,12,2014,1071066.66667
687,12-01-2014,Glenwood Springs,4800,12,2014,320000.0
688,12-01-2014,Idaho Springs,3368,12,2014,224533.333333
689,12-01-2014,Pueblo County,19709,12,2014,1313933.33333
690,12-01-2014,Telluride,5117,12,2014,341133.333333
691,12-01-2014,Wheat Ridge,10242,12,2014,682800.0
692,12-01-2014,Other Cities,126852,12,2014,8456800.0
693,12-01-2015,Aspen,8890,12,2015,592666.666667
694,12-01-2015,Aurora,90365,12,2015,6024333.33333
695,12-01-2015,Boulder,50242,12,2015,3349466.66667
696,12-01-2015,Boulder County,10380,12,2015,692000.0
697,12-01-2015,Breckenridge,11344,12,2015,756266.666667
698,12-01-2015,Carbondale,1526,12,2015,101733.333333
699,12-01-2015,Central City,2657,12,2015,177133.333333
700,12-01-2015,Cortez,7386,12,2015,492400.0
701,12-01-2015,Crested Butte,7129,12,2015,475266.666667
702,12-01-2015,Denver,337880,12,2015,22525333.3333
703,12-01-2015,Durango,23749,12,2015,1583266.66667
704,12-01-2015,Eagle County,12452,12,2015,830133.333333
705,12-01-2015,Edgewater,30351,12,2015,2023400.0
706,12-01-2015,Fort Collins,35346,12,2015,2356400.0
707,12-01-2015,Garden City,27736,12,2015,1849066.66667
708,12-01-2015,Glendale,13898,12,2015,926533.333333
709,12-01-2015,Glenwood Springs,4094,12,2015,272933.333333
710,12-01-2015,Idaho Springs,7988,12,2015,532533.333333
711,12-01-2015,Northglenn,27007,12,2015,1800466.66667
712,12-01-2015,Pueblo County,23621,12,2015,1574733.33333
713,12-01-2015,Steamboat Springs,9377,12,2015,625133.333333
714,12-01-2015,Telluride,4671,12,2015,311400.0
715,12-01-2015,Trinidad,19157,12,2015,1277133.33333
716,12-01-2015,Wheat Ridge,12266,12,2015,817733.333333
717,12-01-2015,Other Cities,157171,12,2015,10478066.6667
